BrandName,Deatils,Sizes,Womens_Category,MRP_,Discount_percent,SellPrice_
yuris,geometric cotton round neck womens a-line kurta - multi,"Size:Medium,Small",Indianwear,1599.0,60.0,639.0
biba,round neck cotton straight fit womens dresses - carbon,"Size:34,36,38,40",Indianwear,3299.0,20.0,2639.0
janasya,bandhni cotton round neck womens kurta palazzo set - green,"Size:Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,3439.0,60.0,1375.0
varanga,mandarin collar womens kurta - pink,"Size:Medium,Small",Indianwear,1699.0,50.0,849.0
vastranand,solid zari chiffon festive wear womens regular saree - navy,Free Size,Indianwear,2599.0,40.0,1559.0
vastranand,solid zari silk blend festive wear womens regular saree - grey,Free Size,Indianwear,4599.0,55.0,2069.0
juniper,womens black chanderi embellished jacket style 2 piece kurta with cambric lining - black,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,3099.0,50.0,1549.0
vastranand,printed zari linen festive wear womens regular saree - black,Free Size,Indianwear,3475.0,50.0,1737.0
ira soleil,self design polyester party wear womens blouse - gold,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,0.0,1999.0
stop,yarn dyed mandarin collar a-line womens kurta - lime green,"Size:S,M,X-Small",Indianwear,999.0,50.0,499.0
global desi,womens fit and flare gathered pleated geometric casual wear dress - red,"Size:XL,Small,X-Small",Indianwear,2199.0,60.0,879.0
varanga,womens floral printed straight kurta with handwork and tassel detailing on yoke with white overall elasticated palazzo - lime green,"Size:Large,X-Large,XX-Large",Indianwear,3399.0,50.0,1699.0
juniper,embroidered velvet boat neck womens lehenga choli set - navy,Size:XX-Large,Indianwear,6447.0,20.0,5157.0
vastranand,structured zari silk blend festive wear womens regular saree - red,Free Size,Indianwear,4575.0,50.0,2287.0
ira soleil,regular fit full length polyester womens party wear skirt - pink,"Size:Large,Medium",Indianwear,2803.6906246180174,0.0,3499.0
juniper,sequins round neck velvet designer women ethnic sets - black,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,4999.0,50.0,2499.0
varanga,gotta patti printed cotton round neck womens regular fit kurta - blue,Size:Small,Indianwear,2999.0,65.0,1049.0
varanga,sequins halter neck straight designer womens kurtas - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,3299.0,75.0,824.0
janasya,floral cotton round neck womens kurta palazzo set with dupatta - pink,"Size:Large,Small",Indianwear,4199.0,65.0,1469.0
amukti,stripes cotton mandarin collar womens straight kurta - blue,"Size:X-Large,XX-Large",Indianwear,1299.0,30.0,909.0
kashish,womens chanderi  regular fit skirt - off white,Size:Large/X-Large,Indianwear,2499.0,50.0,1249.0
aurelia,dyed cotton round neck womens straight kurta - green,"Size:Medium,Small,X-Large,X-Small",Indianwear,1299.0,30.0,909.0
aurelia,printed cotton round neck womens ethnic set - pink,"Size:Large,Medium,Small,X-Small",Indianwear,3399.0,30.0,2379.0
indya,embroidered cotton regular fit womens pants - maroon,"Size:Small,X-Small",Indianwear,2803.6906246180174,50.0,1600.0
w,printed viscose round neck womens straight fit kurta - yellow,"Size:6,10,16",Indianwear,1899.0,50.0,949.0
global desi,floral sleeveless womens long length jumpsuit - dark blue,"Size:XL,Small",Indianwear,2799.0,35.0,1819.0
indya,printed round neck regular fit womens kurta - black,"Size:Small,X-Small",Indianwear,2803.6906246180174,50.0,3800.0
kami kubi,geometric cotton round neck womens regular fit top - pink,"Size:Large,Medium",Indianwear,1499.0,60.0,599.0
neerus,embroidered chanderi round neck womens salwar kurta dupatta set - coral,"Size:XX-Large,XXX-Large",Indianwear,3799.0,20.0,3039.0
indya,solid polyester womens regular length sharara pants - maroon,Size:X-Small,Indianwear,2200.0,50.0,1100.0
indya,embroidered silk scoop neck womens regular tunic - yellow,"Size:Large,X-Small,XX-Large",Indianwear,2500.0,50.0,1250.0
janasya,womens yellow poly crepe kurta (jne3430) - yellow,"Size:Large,Small",Indianwear,1549.0,60.0,619.0
yuris,printed cotton round neck womens straight fit kurta - pink,"Size:X-Large,XX-Large,XXX-Large",Indianwear,1299.0,50.0,649.0
kashish,embroidered mandarin neck a-line womens kurta - blue,"Size:Small,X-Small",Indianwear,1799.0,50.0,899.0
global desi,womens regular fit floral top - off white,"Size:XL,XX-Large",Indianwear,2099.0,60.0,839.0
aurelia,printed viscose round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2803.6906246180174,30.0,1399.0
kami kubi,printed cotton round neck womens unstitched dress material - grey,Free Size,Indianwear,3499.0,45.0,1924.0
suti,embroidered cotton round neck womens straight kurti - navy,"Size:Large,Medium,X-Large,XX-Large",Indianwear,3999.0,20.0,3199.0
aurelia,dyed cotton round neck womens straight kurta - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2803.6906246180174,30.0,1299.0
myshka,solid cotton regular fit womens casual trousers - white,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1299.0,65.0,454.0
w,printed organza regular fit womens festive wear dupatta - red,Free Size,Indianwear,2803.6906246180174,40.0,1799.0
aarke,printed polyester blend mandarin womens fusion wear kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small",Indianwear,2803.6906246180174,40.0,3400.0
janasya,solid velvet festive wear womens stitched blouse - green,"Size:Large,Medium,X-Large",Indianwear,1798.0,55.0,809.0
janasya,v-neck silk straight fit womens kurta with pant and dupatta set - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,2649.0,45.0,1456.0
stop,printed round neck straight fit womens kurta - off white,"Size:S,M,L,X-Large,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
janasya,poly crepe womens kurta - magenta,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1699.0,65.0,594.0
haute curry,solid regular fit flex womens casual pants - navy,"Size:Large,Medium,Small,X-Large",Indianwear,899.0,50.0,449.0
stop,printed round neck straight fit womens kurta - off white,"Size:S,M,L,X-Large,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
w,solid viscose round neck womens flared dress - grey,"Size:6,8,10,12,14,16,18",Indianwear,2499.0,25.0,1874.0
stop,embroidered mandarin collar a line fit womens kurta - red,"Size:S,M,L,XL,X-Small,XX-Large",Indianwear,1299.0,50.0,649.0
ziyaa,printed round neck polyester womens salwar kurta and dupatta set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1897.0,30.0,1327.0
varanga,womens floral skirts - fuchsia,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2199.0,55.0,989.0
haute curry,womens regular fit printed tops - rust,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,799.0,50.0,399.0
ziyaa,solid crepe round neck womens straight kurta - pink,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1353.0,50.0,676.0
get wrapped,dyed viscose woven womens scarf with tassels - green,Free Size,Indianwear,2803.6906246180174,0.0,299.0
kami kubi,stripes cotton boat neck womens ethnic set - pink,"Size:Large,Medium,X-Large,X-Small,XX-Large",Indianwear,4299.0,40.0,2579.0
janasya,womens navy blue poly crepe top with palazzo and jacket (set098) - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,2949.0,55.0,1327.0
varanga,fuchsia and off white leheriya anarkali kurta with heavy gota patti embroidery on yoke - purple,"Size:Small,X-Large,XX-Large",Indianwear,3599.0,60.0,1439.0
sanaa,printed rayon mandarin womens mid thigh length kurti - red,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1049.0,30.0,734.0
stop,embroidered flared fit cotton womens casual wear palazzo - charcoal,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",Indianwear,2803.6906246180174,50.0,999.0
neerus,regular round neck rayon womens a-line kurta - maroon,"Size:Small,XX-Large",Indianwear,3399.0,50.0,1699.0
janasya,tie and dye round neck regular fit womens kurta - sea green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large",Indianwear,2199.0,50.0,1099.0
haute curry,printed rayon regular fit womens hip length top - coral,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,899.0,50.0,449.0
w,womens flared printed round neck dress - green,"Size:6,8,16,18",Indianwear,4599.0,50.0,2299.0
ritu kumar,viscose blend v neck womens short top - multi,"Size:Large,Medium,Small",Indianwear,2803.6906246180174,20.0,3300.0
aurelia,dyed cotton womens flared dress - black,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2299.0,30.0,1609.0
global desi,solid viscose tapered fit womens formal wear pants - black,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2803.6906246180174,40.0,1399.0
global desi,solid shirt collar straight womens kurta - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,1799.0,60.0,719.0
get wrapped,dyed viscose woven womens scarf with tassels - grey,Free Size,Indianwear,2803.6906246180174,0.0,299.0
w,printed viscose mandarin womens kurta - pink,"Size:6,8,10,12,14,16,18",Indianwear,2803.6906246180174,40.0,1999.0
w,printed cotton regular fit womens dupatta - grey,Free Size,Indianwear,2803.6906246180174,40.0,1399.0
aurelia,mandarin straight designer womens kurtas - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,999.0,30.0,699.0
global desi,polyester festive wear women saree - navy,"Size:Large,Medium,Small,X-Small",Indianwear,6799.0,20.0,5439.0
ziyaa,floral round neck polyester womens salwar kurta and dupatta set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1839.0,30.0,1287.0
neerus,solid round neck rayon womens a-line kurta - mustard,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1999.0,40.0,1199.0
stop,solid flared fit flex womens casual wear palazzo - mustard,"Size:Large/X-Large,Small/Medium,XX-Large/XXX-Large",Indianwear,2803.6906246180174,50.0,799.0
global desi,floral mandarin collar womens tunic - pink,"Size:XL,Large,Medium,Small,X-Small",Indianwear,2399.0,50.0,1199.0
ziyaa,printed round neck rayon womens ethnic set - white,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2837.0,55.0,1276.0
kashish,embroidered round neck a-line fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,1499.0,50.0,749.0
ziyaa,printed rayon round neck womens straight kurta - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,1995.0,60.0,798.0
varkala silk sarees,kanchipuram weave zari border and rich zari pallu with contrast blouse piece - multi,Free Size,Indianwear,4500.0,70.0,1350.0
global desi,floral viscose round neck womens flared tunic - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2299.0,20.0,1839.0
global desi,solid v-neck womens tunic - aqua,"Size:Large,Medium,Small,X-Small",Indianwear,1999.0,40.0,1199.0
global desi,floral viscose v neck womens knee length kurta - coral,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,2099.0,35.0,1364.0
yuris,floral cotton v-neck regular fit womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,2799.0,60.0,1119.0
yuris,printed round neck cotton womens kurta palazzo set - grey,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2999.0,55.0,1349.0
janasya,gold print crepe round neck womens kurta - black,"Size:Large,Medium,Small,X-Large,XX-Large",Indianwear,1549.0,60.0,619.0
de moza,solid skinny fit cotton womens leggings - brown,"Size:4X-Large,Large,Medium,Small,X-Large,X-Small,XXX-Large",Indianwear,2803.6906246180174,40.0,449.0
aurelia,printed viscose round neck womens knee length kurta - blue,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2803.6906246180174,30.0,1499.0
vastranand,solid zari silk blend festive wear womens regular saree - navy,Free Size,Indianwear,4999.0,40.0,2999.0
varanga,round neck womens kurta - maroon,"Size:Medium,Small,XX-Large",Indianwear,1599.0,50.0,799.0
juniper,floral mandarin collar georgette womens flared dress - brown,"Size:Medium,Small,X-Small",Indianwear,3599.0,65.0,1259.0
vastranand,polka dots zari silk blend festive wear womens regular saree - blue,Free Size,Indianwear,3950.0,45.0,2172.0
ira soleil,self design polyester party wear womens blouse - white,"Size:Large,Medium,Small,X-Large",Indianwear,2803.6906246180174,0.0,1999.0
vastranand,solid zari cotton blend festive wear womens regular saree - yellow,Free Size,Indianwear,6600.0,50.0,3300.0
kashish,embroidered round neck viscose blend womens flared dress - blue,"Size:Large,Small,X-Large,X-Small,XX-Large",Indianwear,2999.0,50.0,1499.0
juniper,embroidered round neck rayon womens tiered dress - pink,Size:X-Small,Indianwear,2899.0,55.0,1304.0
vastranand,stripes zari linen festive wear womens regular saree - brown,Free Size,Indianwear,5500.0,60.0,2200.0
aurelia,mandarin straight designer womens kurtas - yellow,Size:X-Small,Indianwear,1499.0,30.0,1049.0
haute curry,womens viscose blend round neck straight fit blouse - light blue,Size:X-Small,Indianwear,799.0,50.0,399.0
indya,printed viscose blend round neck womens kurta palazzo set - green,"Size:X-Small,XX-Large",Indianwear,3600.0,50.0,1800.0
juniper,printed v neck cotton womens lehenga choli set - blue,"Size:4X-Large,XXX-Large",Indianwear,4099.0,65.0,1434.0
global desi,solid viscose mandarin collar womens straight tunic - off white,"Size:XL,Small,X-Small",Indianwear,2399.0,40.0,1439.0
janasya,poly chanderi womens kurta with pant and dupatta set - gold,Size:Medium,Indianwear,4998.0,55.0,2249.0
w,solid polyester v neck womens calf length kurta - pink,"Size:6,10,16",Indianwear,2803.6906246180174,40.0,2999.0
aurelia,yarn dyed round neck dobby womens a-line dress - yellow,"Size:Large,Medium,X-Small",Indianwear,2499.0,50.0,1249.0
indya,embroidered round neck regular fit womens kurta - purple,"Size:Small,X-Small",Indianwear,2803.6906246180174,50.0,2900.0
aurelia,cotton round neck womens kurta set - orange,"Size:Medium,Small",Indianwear,1999.0,30.0,1399.0
indya,embroidered scoop neck regular fit womens kurta - pink,Size:Small,Indianwear,2803.6906246180174,50.0,3400.0
kashish,womens embroidered calf length occasion wear kurta - mint,"Size:Small,X-Small,XX-Large",Indianwear,1599.0,50.0,799.0
yuris,printed cotton round neck womens regular kurta - multi,Size:Small,Indianwear,1599.0,60.0,639.0
juniper,printed round neck rayon womens calf length kurta - burgundy,"Size:Medium,Small,X-Small",Indianwear,1899.0,60.0,759.0
juniper,polka print rayon slub regular sleeves womens peplum tunic - olive,"Size:Small,XX-Large",Indianwear,1299.0,60.0,519.0
varanga,womens fuchsia and gold anarkali kurta with potli botton detailing and back keyhole - magenta,Size:Small,Indianwear,2799.0,55.0,1259.0
varanga,printed cotton blend round neck womens ethnic set - blue,"Size:Medium,Small",Indianwear,2803.6906246180174,60.0,2099.0
juniper,solid rayon womens regular length flared palazzo - black,Size:X-Small,Indianwear,1499.0,40.0,899.0
w,printed round neck cotton womens calf length kurta - yellow,"Size:6,8,10,12,14,16,18",Indianwear,1799.0,25.0,1349.0
biba,printed round neck modal womens anarkali kurta - red,Size:38,Indianwear,2799.0,40.0,1679.0
myshka,solid cotton womens trousers - cream,",Medium,Small,X-Large,XX-Large",Indianwear,1999.0,65.0,699.0
kami kubi,floral boat neck cotton womens a-line ethnic dress - pink,Size:Large,Indianwear,1499.0,55.0,674.0
aarke,printed square neck rayon blend womens long dress - blue,"Size:Large,Medium,Small,X-Small",Indianwear,2803.6906246180174,40.0,2900.0
global desi,floral viscose round neck womens straight top - black,"Size:XL,Large,Medium,Small,X-Small",Indianwear,1799.0,30.0,1259.0
global desi,geometric v-neck womens tunic - pink,"Size:XL,Large,Medium,Small,X-Small,XX-Large",Indianwear,1699.0,50.0,849.0
indya,embellished round neck regular fit womens kurta - purple,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Indianwear,2803.6906246180174,50.0,1900.0
w,printed round neck cotton womens calf length kurta - brown,"Size:6,8,10,12,14,16,18",Indianwear,2599.0,25.0,1949.0
w,solid mandarin cotton blend womens calf length kurta - purple,"Size:8,10,12,16,18",Indianwear,2803.6906246180174,40.0,1499.0
faballey,animal print collared neck cotton womens pyjama shirt set - purple,"Size:Large,Medium,Small,X-Small",Indianwear,2400.0,50.0,1200.0
stop,womens flax mandarin collar straight fit kurta - rust,"Size:S,M,L,XL,X-Small",Indianwear,1299.0,50.0,649.0
ziyaa,printed mandarin rayon womens ethnic set - mustard,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large",Indianwear,2763.0,60.0,1105.0
yuris,motif cotton round neck womens regular kurta - multi,Size:Small,Indianwear,1999.0,70.0,599.0
w,printed georgette regular fit womens a line ethnic set - pink,"Size:10,14",Indianwear,5999.0,50.0,2999.0
